"","Country","Subject.Descriptor","Units","Scale","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021"
"5182","Mongolia","Gross domestic product per capita, constant prices","National currency","Units",2210107.97,2284776.49,2372670.43,2517187.9,2725332.13,2869284.19,3064849.07,3285921.77,3482367.79,3347123.53,3533756.42,4070034.78,4482062.07,4897383.11,5167736.07,5183740.02,5139826.63,5315388.66,5593938.39,5778354.93,5375814.38,5560663.4
"5183","Mongolia","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",4608.48,4764.18,4947.45,5248.8,5682.82,5982.98,6390.77,6851.75,7261.37,6979.37,7368.53,8486.77,9345.92,10211.94,10775.68,10809.05,10717.48,11083.56,11664.39,12048.93,11209.56,11595
"5184","Mongolia","GDP p.c. Domestic currency","National currency","Units",595373.69,669925.45,735801.3,856573.07,1090182.72,1192202.72,1559102.82,1891528.08,2458994.77,2426351.2,3533756.42,4685394.14,5819354.73,6543491.49,7419036.27,7570983.11,7674155.52,8771926.74,10008162.51,11307963.81,11017086.85,12190738.93
"5185","Mongolia","GDP p.c. U.S. Dollars","U.S. dollars","Units",553.097,610.325,662.699,747.092,919.767,989.177,1321.61,1616.14,2109.27,1687.55,2602.37,3702.36,4281.33,4293.83,4081.02,3842.54,3576.82,3595.38,4056.73,4245.46,3916.09,4185.54
"5186","Mongolia","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",3790.42,4006.76,4225.75,4571.62,5082.51,5518.77,6076.81,6691.21,7227.23,6991.06,7469.6,8781.93,10074.01,10375.3,10850.23,10558.19,10523.75,11083.56,11943.03,12557.45,11823.44,12670.71
"5188","Mongolia","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.018,0.018,0.019,0.02,0.02,0.021,0.021,0.022,0.023,0.023,0.023,0.026,0.029,0.029,0.03,0.029,0.028,0.029,0.03,0.031,0.03,0.03
"5189","Mongolia","Implied PPP conversion rate","National currency per current international dollar","",157.073,167.199,174.123,187.368,214.497,216.027,256.566,282.688,340.24,347.065,473.085,533.527,577.66,630.68,683.767,717.072,729.223,791.436,837.992,900.498,931.8,962.119
"5190","Mongolia","Total investment","Percent of GDP","",19.17,22.367,17.183,23.671,24.706,37.529,35.885,38.705,43.566,34.371,42.087,58.151,55.899,53.276,35.175,26.413,25.735,31.369,39.587,39.539,24.555,39.001
"5191","Mongolia","Gross national savings","Percent of GDP","",14.41,11.326,9.81,17.288,24.824,40.996,46.786,42.761,31.294,26.915,29.763,14.805,12.074,15.668,19.354,18.34,19.465,21.256,22.789,24.094,19.42,30.485
"5192","Mongolia","Inflation, average consumer prices","Index","",25.767,27.404,27.691,29.088,31.484,35.468,37.033,40.6,51.95,55.908,61.525,66.7,76.258,84.258,94.583,100.008,100.733,105.083,112.258,120.408,124.883,131.627
"5193","Mongolia","Inflation, average consumer prices","Percent change","",11.43,6.353,1.049,5.046,8.235,12.655,4.412,9.631,27.956,7.62,10.046,8.411,14.33,10.491,12.254,5.736,0.725,4.318,6.828,7.26,3.717,5.4
"5194","Mongolia","Inflation, end of period consumer prices","Index","",25.81,27.84,28.323,29.58,32.867,35.96,37.7,44.4,54.2,56.5,63.8,69.5,79.3,89.2,98.5,99.5,100.8,107.2,116,122,124.8,133.536
"5195","Mongolia","Inflation, end of period consumer prices","Percent change","",8.537,7.865,1.736,4.437,11.111,9.412,4.839,17.772,22.072,4.244,12.92,8.934,14.101,12.484,10.426,1.015,1.307,6.349,8.209,5.172,2.295,7
"5197","Mongolia","Volume of imports of goods and services","Percent change","",69.051,13.45,11.307,9.436,15.685,-2.876,7.434,24.181,30.754,-18.359,31.482,87.036,10.301,-2.688,-14.601,-10.974,11.951,11.871,30.547,6.146,-13.075,11.351
"5198","Mongolia","Volume of Imports of goods","Percent change","",70.361,8.222,6.275,4.92,16.024,4.593,11.287,30.789,34.189,-23.295,33.724,95.194,1.795,-3.3,-17.484,-11.193,-5.741,20.385,28.612,5.469,-5.157,13.649
"5199","Mongolia","Volume of exports of goods and services","Percent change","",-10.926,43.329,2.536,36.692,10.625,24.305,-9.548,-2.987,13.265,-3.487,17.967,-12.214,9.912,11.321,31.433,3.167,33.454,0.607,-1.199,6.279,-15.062,-2.889
"5200","Mongolia","Volume of exports of goods","Percent change","",-10.019,34.805,-7.716,38.824,6.129,24.225,-4.451,-1.449,21.418,-4.654,23.522,-9.208,5.878,10.349,39.81,-0.761,32.105,0.701,-1.529,6.09,-9.009,-5.704
"5201","Mongolia","Unemployment","Percent of total labor force","",NA,NA,NA,NA,NA,NA,NA,11.3,9.2,11.6,9.9,7.7,8.2,7.9,7.9,7.5,10,8.8,7.8,10,7.5,6.75
"5203","Mongolia","Population","Persons","Millions",2.403,2.432,2.466,2.495,2.522,2.551,2.583,2.62,2.666,2.716,2.761,2.812,2.868,2.93,2.996,3.058,3.12,3.178,3.238,3.297,3.355,3.412
"5204","Mongolia","General government revenue","National currency","Billions",351.396,429.499,477.049,553.888,713.113,837.858,1360.41,1880.49,2170.37,1994,3122.19,4468.27,4975.83,5986.93,6316.52,5983.4,5835.04,7958.25,10185.28,12000.01,10402.94,14023.54
"5205","Mongolia","General government revenue","Percent of GDP","",24.56,26.357,26.295,25.916,25.939,27.548,33.778,37.939,33.107,30.255,32.001,33.918,29.816,31.224,28.418,25.846,24.371,28.548,31.425,32.188,28.148,33.717
"5206","Mongolia","General government total expenditure","National currency","Billions",422.65,489.73,550.481,615.753,751.316,763.81,1054.92,1749.7,2466.77,2336.63,3080.69,4997.04,6017.8,6164.69,7144.57,7137.97,9495.33,9012.99,9222.94,11698.42,14008.66,16352.65
"5207","Mongolia","General government total expenditure","Percent of GDP","",29.541,30.054,30.342,28.811,27.329,25.114,26.193,35.3,37.629,35.454,31.575,37.932,36.06,32.151,32.144,30.833,39.658,32.332,28.456,31.379,37.904,39.317
"5208","Mongolia","General government net lending/borrowing","National currency","Billions",-71.254,-60.232,-73.432,-61.864,-38.203,74.048,305.485,130.788,-296.404,-342.634,41.507,-528.77,-1041.97,-177.76,-828.045,-1154.58,-3660.29,-1054.75,962.334,301.594,-3605.72,-2329.11
"5209","Mongolia","General government net lending/borrowing","Percent of GDP","",-4.98,-3.696,-4.048,-2.895,-1.39,2.435,7.585,2.639,-4.521,-5.199,0.425,-4.014,-6.244,-0.927,-3.725,-4.987,-15.288,-3.784,2.969,0.809,-9.756,-5.6
"5212","Mongolia","General government primary net lending/borrowing","National currency","Billions",-53.063,-43.718,-53.85,-44.233,-14.987,94.731,323.567,149.363,-276.455,-313.012,83.835,-491.449,-916.071,92.682,-327.694,-423.521,-2674.19,101.717,2009.21,1199.29,-2598.06,-1396.12
"5213","Mongolia","General government primary net lending/borrowing","Percent of GDP","",-3.709,-2.683,-2.968,-2.07,-0.545,3.115,8.034,3.013,-4.217,-4.749,0.859,-3.731,-5.489,0.483,-1.474,-1.829,-11.169,0.365,6.199,3.217,-7.03,-3.357
"5216","Mongolia","General government gross debt","National currency","Billions",NA,NA,NA,NA,NA,NA,1648.77,1790,2031.73,3198.81,3022.11,4301.57,7291.51,9476.57,12685.59,14378.59,20971.52,23518.3,24073.67,25514.31,28441.05,32320.8
"5217","Mongolia","General government gross debt","Percent of GDP","",NA,NA,NA,NA,NA,NA,40.937,36.113,30.992,48.536,30.975,32.653,43.692,49.423,57.073,62.11,87.59,84.367,74.276,68.438,76.954,77.709
"5218","Mongolia","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",1430.75,1629.53,1814.23,2137.23,2749.15,3041.41,4027.56,4956.65,6555.57,6590.64,9756.59,13173.76,16688.42,19174.24,22227.05,23150.39,23942.87,27876.3,32411.22,37280.84,36958.55,41592.17
"5219","Mongolia","Current account balance","U.S. dollars","Billions",-0.07,-0.062,-0.105,-0.099,0.063,0.088,0.372,0.172,-0.69,-0.342,-0.885,-4.512,-5.381,-4.732,-1.934,-0.948,-0.7,-1.155,-2.207,-2.162,-0.675,-1.216
"5220","Mongolia","Current account balance","Percent of GDP","",-5.257,-4.156,-6.436,-5.293,2.717,3.468,10.901,4.056,-12.273,-7.456,-12.324,-43.346,-43.825,-37.608,-15.821,-8.072,-6.27,-10.113,-16.797,-15.444,-5.135,-8.516
"5221","Montenegro","Gross domestic product, constant prices","National currency","Billions",1.739,1.758,1.792,1.836,1.917,1.998,2.17,2.317,2.484,2.34,2.403,2.48,2.412,2.498,2.543,2.629,2.706,2.834,2.978,3.099,2.628,2.812
"5222","Montenegro","Gross domestic product, constant prices","Percent change","",NA,1.1,1.9,2.5,4.4,4.2,8.6,6.8,7.2,-5.8,2.7,3.2,-2.724,3.549,1.784,3.39,2.949,4.716,5.078,4.063,-15.2,7
"5223","Montenegro","GDP Domestic Currency","National currency","Billions",1.045,1.284,1.343,1.487,1.667,1.816,2.17,2.689,3.103,2.994,3.125,3.265,3.181,3.362,3.458,3.655,3.954,4.299,4.663,4.951,4.193,4.6
"5224","Montenegro","GDP U.S. Dollars","U.S. dollars","Billions",0.966,1.15,1.269,1.681,2.073,2.261,2.724,3.686,4.564,4.171,4.146,4.544,4.09,4.466,4.595,4.055,4.376,4.855,5.509,5.543,4.786,5.494
"5225","Montenegro","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",5.002,5.171,5.351,5.594,5.996,6.444,7.214,7.913,8.646,8.196,8.519,8.974,8.604,9.237,9.558,10.164,11.324,12.263,13.194,13.976,11.994,13.296
"5226","Montenegro","Gross domestic product, deflator","Index","",60.109,73.041,74.958,80.951,86.964,90.899,100,116.053,124.933,127.948,130.044,131.644,131.877,134.603,135.998,139.016,146.108,151.696,156.59,159.757,159.566,163.605
"5227","Montenegro","Gross domestic product per capita, constant prices","National currency","Units",2874.64,2894.77,2938.17,2999.32,3125.68,3252.18,3527.85,3762.24,4025.93,3784.45,3879.73,3999.36,3887.29,4021.37,4089.15,4225.06,4348.98,4553.36,4786.12,4982.18,4229.65,4522.81
"5228","Montenegro","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",12439.22,12526.36,12714.12,12978.77,13525.53,14072.96,15265.83,16280.09,17421.14,16376.21,16788.5,17306.17,16821.22,17401.38,17694.68,18282.83,18819.03,19703.46,20710.63,21559.03,18302.65,19571.25
"5229","Montenegro","GDP p.c. Domestic currency","National currency","Units",1727.91,2114.38,2202.38,2427.99,2718.2,2956.21,3527.85,4366.18,5029.71,4842.13,5045.35,5264.93,5126.45,5412.88,5561.15,5873.53,6354.19,6907.28,7494.58,7959.35,6749.08,7399.53
"5230","Montenegro","GDP p.c. U.S. Dollars","U.S. dollars","Units",1596.63,1893.72,2081.05,2745.76,3379.64,3679.83,4429.8,5984.45,7396.67,6746.38,6694.17,7327.25,6590.58,7189.05,7389.89,6517.42,7031.53,7800.27,8854.78,8911.27,7702.6,8837.58
"5231","Montenegro","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",8268.01,8513.51,8775.8,9135.28,9775.69,10490.32,11730.65,12848.1,14012.26,13256.22,13753.31,14471.96,13863.94,14870.35,15371.39,16336.11,18197.6,19703.46,21205.38,22468.93,19304.99,21386.95
"5233","Montenegro","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.01,0.01,0.01,0.01,0.009,0.009,0.01,0.01,0.01,0.01,0.009,0.009,0.009,0.009,0.009,0.009,0.01,0.01,0.01,0.01,0.009,0.009
"5234","Montenegro","Implied PPP conversion rate","National currency per current international dollar","",0.209,0.248,0.251,0.266,0.278,0.282,0.301,0.34,0.359,0.365,0.367,0.364,0.37,0.364,0.362,0.36,0.349,0.351,0.353,0.354,0.35,0.346
"5235","Montenegro","Total investment","Percent of GDP","",23.749,24.583,19.8,16.384,17.579,18.684,23.928,34.757,41.177,26.943,21.77,19.329,20.586,19.606,20.221,20.095,26.105,30.223,31.915,31.941,32.639,29.259
"5236","Montenegro","Gross national savings","Percent of GDP","",NA,8.736,0.866,4.985,3.661,3.791,-7.116,-4.612,-8.294,-0.789,1.17,4.281,5.13,8.216,7.811,9.118,9.869,14.146,14.913,17.674,6.675,8.305
"5237","Montenegro","Inflation, average consumer prices","Index","",129.864,160.68,192.336,206.764,213.172,220.518,225.183,232.762,253.71,262.719,263.719,272.821,284.118,290.389,288.315,292.78,292.024,298.954,306.737,307.86,307.128,313.248
"5238","Montenegro","Inflation, average consumer prices","Percent change","",29.864,23.729,19.701,7.502,3.099,3.446,2.116,3.365,9,3.551,0.381,3.451,4.141,2.207,-0.714,1.549,-0.258,2.373,2.604,0.366,-0.238,1.993
"5239","Montenegro","Inflation, end of period consumer prices","Index","",125.69,160.707,175.751,186.7,194.474,197.974,203.517,219.188,234.97,238.494,239.553,248.288,260.994,261.788,260.994,264.7,267.347,272.376,276.876,279.787,277.14,285.244
"5240","Montenegro","Inflation, end of period consumer prices","Percent change","",25.69,27.86,9.361,6.23,4.164,1.8,2.8,7.7,7.2,1.5,0.444,3.646,5.117,0.304,-0.303,1.42,1,1.881,1.652,1.052,-0.946,2.924
"5242","Montenegro","Volume of imports of goods and services","Percent change","",NA,NA,NA,-16.045,29.795,7.267,47.407,34.144,15.499,-29.772,-2.948,2.992,1.769,-3.792,1.072,9.268,13.056,8.242,9.69,2.124,-19.626,11.566
"5243","Montenegro","Volume of Imports of goods","Percent change","",NA,NA,NA,-11.621,34.665,4.653,46.316,38.752,8.631,-31.721,-4.302,5.642,-1.358,-1.293,1.424,6.591,12.501,8.393,8.215,0.959,-17.543,9.332
"5244","Montenegro","Volume of exports of goods and services","Percent change","",NA,NA,NA,-20.614,40.715,8.672,19.932,31.15,1.22,-17.533,7.56,6.634,-0.922,0.066,-1.174,9.273,4.387,7.3,11.315,7.33,-48.367,52.118
"5245","Montenegro","Volume of exports of goods","Percent change","",NA,NA,NA,-11.349,65.794,-4.949,27.146,7.201,-9.07,-28.101,2.124,21.488,-15.079,4.945,-10.178,-8.936,6.694,3.671,11.916,7.338,-11.425,7.55
"5248","Montenegro","Population","Persons","Millions",0.605,0.607,0.61,0.612,0.613,0.614,0.615,0.616,0.617,0.618,0.619,0.62,0.621,0.621,0.622,0.622,0.622,0.622,0.622,0.622,0.621,0.622
"5249","Montenegro","General government revenue","National currency","Billions",NA,NA,0.484,0.582,0.624,0.667,1.017,1.406,1.515,1.336,1.306,1.258,1.268,1.39,1.505,1.477,1.635,1.732,1.911,2.09,1.817,1.993
"5250","Montenegro","General government revenue","Percent of GDP","",NA,NA,36.011,39.178,37.447,36.756,46.854,52.289,48.803,44.627,41.777,38.545,39.864,41.336,43.511,40.42,41.338,40.281,40.973,42.206,43.333,43.321
"5251","Montenegro","General government total expenditure","National currency","Billions",NA,NA,0.503,0.643,0.665,0.693,0.923,1.179,1.586,1.537,1.458,1.478,1.454,1.541,1.529,1.695,1.879,2.025,2.2,2.177,2.275,2.222
"5252","Montenegro","General government total expenditure","Percent of GDP","",NA,NA,37.451,43.228,39.897,38.17,42.523,43.858,51.098,51.339,46.647,45.279,45.707,45.827,44.209,46.38,47.516,47.093,47.186,43.974,54.251,48.305
"5253","Montenegro","General government net lending/borrowing","National currency","Billions",NA,NA,-0.019,-0.06,-0.041,-0.026,0.094,0.227,-0.071,-0.201,-0.152,-0.22,-0.186,-0.151,-0.024,-0.218,-0.244,-0.293,-0.29,-0.088,-0.458,-0.229
"5254","Montenegro","General government net lending/borrowing","Percent of GDP","",NA,NA,-1.439,-4.05,-2.45,-1.414,4.331,8.431,-2.296,-6.712,-4.869,-6.734,-5.843,-4.491,-0.698,-5.961,-6.178,-6.812,-6.213,-1.768,-10.918,-4.984
"5257","Montenegro","General government primary net lending/borrowing","National currency","Billions",NA,NA,-0.006,-0.046,-0.015,-0.005,0.118,0.255,-0.047,-0.175,-0.121,-0.172,-0.126,-0.08,0.054,-0.132,-0.159,-0.19,-0.189,0.022,-0.344,-0.112
"5258","Montenegro","General government primary net lending/borrowing","Percent of GDP","",NA,NA,-0.463,-3.062,-0.901,-0.276,5.431,9.47,-1.529,-5.86,-3.864,-5.276,-3.966,-2.371,1.568,-3.601,-4.018,-4.427,-4.049,0.442,-8.207,-2.445
"5261","Montenegro","General government gross debt","National currency","Billions",NA,NA,1.03,0.608,0.757,0.7,0.796,0.854,1.061,1.308,1.407,1.586,1.809,1.972,2.191,2.513,2.625,2.846,3.352,3.901,4.493,4.297
"5262","Montenegro","General government gross debt","Percent of GDP","",NA,NA,76.708,40.897,45.372,38.568,36.692,31.758,34.185,43.689,45.007,48.572,56.87,58.654,63.36,68.76,66.39,66.207,71.885,78.793,107.153,93.404
"5263","Montenegro","Gross domestic product corresponding to fiscal year, current prices","National currency","Billions",1.045,1.284,1.343,1.487,1.667,1.816,2.17,2.689,3.103,2.994,3.125,3.265,3.181,3.362,3.458,3.655,3.954,4.299,4.663,4.951,4.193,4.6
"5264","Montenegro","Current account balance","U.S. dollars","Billions",NA,-0.157,-0.146,-0.115,-0.149,-0.376,-0.862,-1.477,-2.258,-1.157,-0.842,-0.671,-0.625,-0.509,-0.57,-0.446,-0.71,-0.781,-0.937,-0.791,-1.244,-1.151
"5265","Montenegro","Current account balance","Percent of GDP","",NA,-13.628,-11.505,-6.865,-7.176,-16.626,-31.654,-40.07,-49.471,-27.732,-20.31,-14.777,-15.28,-11.391,-12.41,-10.991,-16.235,-16.085,-17.001,-14.267,-26.002,-20.956
"5266","Morocco","Gross domestic product, constant prices","National currency","Billions",458.021,491.548,506.891,537.108,562.873,581.401,625.44,647.53,685.885,714.992,742.274,781.212,804.726,841.224,863.727,902.909,912.478,951.249,981.199,1006.79,943.429,997.508
"5267","Morocco","Gross domestic product, constant prices","Percent change","",1.913,7.32,3.121,5.961,4.797,3.292,7.575,3.532,5.923,4.244,3.816,5.246,3.01,4.535,2.675,4.536,1.06,4.249,3.149,2.608,-6.293,5.732
"5268","Morocco","GDP Domestic Currency","National currency","Billions",412.897,446.012,465.492,498.482,528.764,552.671,603.737,647.532,716.959,748.483,784.624,820.077,847.881,897.923,925.376,987.95,1013.23,1063.05,1108.46,1152.81,1089.52,1163.61
"5269","Morocco","GDP U.S. Dollars","U.S. dollars","Billions",38.859,39.46,42.238,52.064,59.626,62.343,68.641,79.041,92.507,92.897,93.217,101.371,98.266,106.826,110.081,101.179,103.312,109.683,118.096,119.871,114.602,126.035
"5270","Morocco","Gross domestic product, current prices","Purchasing power parity; international dollars","Billions",104.068,114.202,119.602,129.233,139.068,148.151,164.29,174.689,188.585,197.848,207.866,223.316,226.124,236.67,229.402,247.207,253.685,264.213,279.042,291.441,276.391,302.765
"5271","Morocco","Gross domestic product, deflator","Index","",90.148,90.736,91.833,92.809,93.94,95.058,96.53,100,104.53,104.684,105.705,104.975,105.363,106.74,107.138,109.419,111.041,111.753,112.97,114.503,115.485,116.651
"5272","Morocco","Gross domestic product per capita, constant prices","National currency","Units",16194.22,17147.42,17448.33,18245.4,18871.9,19242.13,20435.21,20889.41,21849.73,22493.94,23064.89,23979,24401.91,25202.94,25576.76,26458.88,26458.61,27293.96,27859.15,28290.9,26241.34,27469.72
"5273","Morocco","Gross domestic product per capita, constant prices","Purchasing power parity; 2017 international dollar","Units",4498,4762.76,4846.34,5067.73,5241.74,5344.57,5675.95,5802.11,6068.84,6247.77,6406.36,6660.26,6777.72,7000.21,7104.04,7349.05,7348.98,7581,7737.98,7857.9,7288.63,7629.81
"5274","Morocco","GDP p.c. Domestic currency","National currency","Units",14598.78,15558.91,16023.28,16933.29,17728.28,18291.28,19726.11,20889.48,22839.64,23547.57,24380.83,25171.95,25710.5,26901.64,27402.31,28950.92,29380.03,30501.69,31472.54,32394.02,30304.88,32043.77
"5275","Morocco","GDP p.c. U.S. Dollars","U.S. dollars","Units",1373.92,1376.53,1453.94,1768.6,1999.13,2063.31,2242.73,2549.88,2946.93,2922.59,2896.56,3111.54,2979.74,3200.48,3259.72,2964.96,2995.68,3147.1,3353.1,3368.39,3187.63,3470.8
"5276","Morocco","Gross domestic product per capita, current prices","Purchasing power parity; international dollars","Units",3679.53,3983.89,4116.98,4390.02,4662.65,4903.21,5367.9,5635.5,6007.61,6224.38,6459.08,6854.59,6856.81,7090.59,6793.07,7244.17,7355.97,7581,7922.83,8189.54,7687.79,8337.66
"5278","Morocco","Gross domestic product based on purchasing-power-parity (PPP) share of world total","Percent","",0.207,0.217,0.217,0.221,0.22,0.217,0.222,0.218,0.224,0.235,0.231,0.234,0.225,0.225,0.21,0.222,0.219,0.217,0.216,0.216,0.209,0.209
